분류번호,위험물유형,수집날짜,위도,경도,노드링크,시작노드,끝노드,도로명주소,데이터 기준일자
1,노면표시훼손,2021-09-01 00:05,37.39072261,126.950118,2090046700,2090015700,2090014700,경기도 안양시 동안구 시민대로,2021-12-17
2,노면표시훼손,2021-09-01 00:07,37.38741315,126.9459839,2090040400,2090013800,2090013400,경기도 안양시 동안구 시민대로,2021-12-17
3,노면표시훼손,2021-09-01 00:07,37.38741315,126.9459839,2090040400,2090013800,2090013400,경기도 안양시 동안구 시민대로,2021-12-17
4,노면표시훼손,2021-09-01 00:07,37.38741315,126.9459839,2090040400,2090013800,2090013400,경기도 안양시 동안구 시민대로,2021-12-17
5,노면표시훼손,2021-09-01 00:33,37.40270681,126.9181354,2080036800,2080014000,2080014100,경기도 안양시 만안구 박달로,2021-12-17
6,노면표시훼손,2021-09-01 00:33,37.4025922,126.9181927,2080033201,2080014100,2080012801,경기도 안양시 만안구 안양로,2021-12-17
7,노면표시훼손,2021-09-01 00:51,37.38462622,126.9299386,2080009700,2080004800,2080004200,경기도 안양시 만안구 문예로,2021-12-17
8,노면표시훼손,2021-09-01 00:51,37.38462622,126.9299386,2080009700,2080004800,2080004200,경기도 안양시 만안구 문예로,2021-12-17
9,노면표시훼손,2021-09-01 00:51,37.38462622,126.9299386,2080009700,2080004800,2080004200,경기도 안양시 만안구 문예로,2021-12-17
10,노면표시훼손,2021-09-01 00:51,37.38462622,126.9299386,2080009700,2080004800,2080004200,경기도 안양시 만안구 문예로,2021-12-17
11,노면표시훼손,2021-09-01 00:51,37.38459483,126.9301239,2080009600,2080004200,2080004800,경기도 안양시 만안구 문예로,2021-12-17
12,노면표시훼손,2021-09-01 00:51,37.38459483,126.9301239,2080009600,2080004200,2080004800,경기도 안양시 만안구 문예로,2021-12-17
13,노면표시훼손,2021-09-01 00:51,37.38459483,126.9301239,2080009600,2080004200,2080004800,경기도 안양시 만안구 문예로,2021-12-17
14,노면표시훼손,2021-09-01 01:11,37.38494386,126.942786,2090036400,2090012900,2090012300,경기도 안양시 동안구 시민대로,2021-12-17
15,노면표시훼손,2021-09-01 01:12,37.38410205,126.9353398,2080009300,2080003900,2080004600,경기도 안양시 만안구 만안로,2021-12-17
16,노면표시훼손,2021-09-01 01:13,37.38816321,126.9690495,2090041500,2090013900,2090013700,경기도 안양시 동안구 귀인로,2021-12-17
17,노면표시훼손,2021-09-01 01:13,37.38816321,126.9690495,2090041500,2090013900,2090013700,경기도 안양시 동안구 귀인로,2021-12-17
18,노면표시훼손,2021-09-01 01:15,37.38795535,126.9683394,2090041500,2090013900,2090013700,경기도 안양시 동안구 귀인로,2021-12-17
19,노면표시훼손,2021-09-01 01:22,37.3835556,126.9466698,2090031800,2090011300,2090012900,경기도 안양시 동안구 귀인로,2021-12-17
20,노면표시훼손,2021-09-01 01:22,37.38396977,126.9459509,2090031800,2090011300,2090012900,경기도 안양시 동안구 귀인로,2021-12-17
21,노면표시훼손,2021-09-01 01:23,37.38494103,126.9427812,2090036400,2090012900,2090012300,경기도 안양시 동안구 시민대로,2021-12-17
22,노면표시훼손,2021-09-01 01:23,37.38492659,126.9427566,2090036400,2090012900,2090012300,경기도 안양시 동안구 시민대로,2021-12-17
23,노면표시훼손,2021-09-01 02:03,37.36559589,126.958398,2090000102,2090000102,2090000100,경기도 안양시 동안구 경수대로,2021-12-17
24,노면표시훼손,2021-09-01 02:03,37.36498511,126.9586202,2090000201,2090000100,2090000102,경기도 안양시 동안구 경수대로,2021-12-17
25,노면표시훼손,2021-09-01 02:21,37.37274069,126.9651375,2090002400,2090000900,2260003200,경기도 안양시 동안구 흥안대로,2021-12-17
26,노면표시훼손,2021-09-01 03:24,37.40060066,126.9767397,2090012304,2090006000,2090003904,경기도 안양시 동안구 흥안대로,2021-12-17
27,노면표시훼손,2021-09-01 03:49,37.38157508,126.9722189,2090183201,2090001601,2090058301,경기도 안양시 동안구 흥안대로,2021-12-17
28,노면표시훼손,2021-09-01 03:49,37.38573064,126.9726181,2090005000,2090002100,2090002400,경기도 안양시 동안구 흥안대로,2021-12-17
29,노면표시훼손,2021-09-01 05:42,37.38668596,126.9338353,2080011500,2080005100,2080004800,경기도 안양시 만안구 문예로,2021-12-17
30,노면표시훼손,2021-09-01 05:42,37.38668596,126.9338353,2080011500,2080005100,2080004800,경기도 안양시 만안구 문예로,2021-12-17
31,노면표시훼손,2021-09-01 06:27,37.39097609,126.9666872,2090049100,2090015400,2090017900,경기도 안양시 동안구 부림로,2021-12-17
32,노면표시훼손,2021-09-01 06:56,37.38547003,126.9347768,2080011100,2080005100,2080004600,경기도 안양시 만안구 만안로,2021-12-17
33,노면표시훼손,2021-09-01 06:56,37.38547003,126.9347768,2080011100,2080005100,2080004600,경기도 안양시 만안구 만안로,2021-12-17
34,노면표시훼손,2021-09-01 09:31,37.39879791,126.9801435,2090012604,2260054700,2090006002,경기도 안양시 동안구 안양판교로,2021-12-17
35,노면표시훼손,2021-09-01 10:35,37.37043631,126.9584079,2090001901,2090000801,2090000600,경기도 안양시 동안구 흥안대로,2021-12-17
36,노면표시훼손,2021-09-01 10:35,37.37043631,126.9584079,2090001901,2090000801,2090000600,경기도 안양시 동안구 흥안대로,2021-12-17
37,노면표시훼손,2021-09-01 10:35,37.37043631,126.9584079,2090001901,2090000801,2090000600,경기도 안양시 동안구 흥안대로,2021-12-17
38,노면표시훼손,2021-09-01 10:35,37.37043631,126.9584079,2090001901,2090000801,2090000600,경기도 안양시 동안구 흥안대로,2021-12-17
39,노면표시훼손,2021-09-01 10:35,37.37043631,126.9584079,2090001901,2090000801,2090000600,경기도 안양시 동안구 흥안대로,2021-12-17
40,노면표시훼손,2021-09-01 22:24,37.38742593,126.9340796,2080012200,2080006000,2080005100,경기도 안양시 만안구 만안로,2021-12-17
41,노면표시훼손,2021-09-01 22:24,37.38684877,126.9341438,2080011500,2080005100,2080004800,경기도 안양시 만안구 문예로,2021-12-17
42,노면표시훼손,2021-09-01 23:13,37.4055139,126.9497983,2090085900,2090025900,2090025300,경기도 안양시 동안구 평촌대로,2021-12-17
43,노면표시훼손,2021-09-01 23:27,37.39884405,126.9214707,2080029701,2080011500,2080011502,경기도 안양시 만안구 안양로,2021-12-17
44,노면표시훼손,2021-09-01 23:35,37.36792835,126.9512594,2090000300,2090000300,2250003400,경기도 안양시 동안구 흥안대로,2021-12-17
45,노면표시훼손,2021-09-01 23:38,37.38978902,126.9469952,2090006501,2090002900,2090002700,경기도 안양시 동안구 경수대로,2021-12-17
46,노면표시훼손,2021-09-02 00:07,37.39888194,126.9214395,2080029701,2080011500,2080011502,경기도 안양시 만안구 안양로,2021-12-17
47,노면표시훼손,2021-09-02 00:13,37.40248445,126.976933,2090014000,2090006000,2200027700,경기도 안양시 동안구 과천대로,2021-12-17
48,노면표시훼손,2021-09-02 00:17,37.38782539,126.9087186,2080143600,2080033100,2080004901,경기도 안양시 만안구 병목안로172번길,2021-12-17
49,노면표시훼손,2021-09-02 00:17,37.38782539,126.9087186,2080143600,2080033100,2080004901,경기도 안양시 만안구 병목안로172번길,2021-12-17
50,노면표시훼손,2021-09-02 00:17,37.38774101,126.9087549,2080012004,2080004900,2080004901,경기도 안양시 만안구 병목안로,2021-12-17
51,노면표시훼손,2021-09-02 00:17,37.38774101,126.9087549,2080012004,2080004900,2080004901,경기도 안양시 만안구 병목안로,2021-12-17
52,노면표시훼손,2021-09-02 00:23,37.39283763,126.9221713,2080020500,2080009000,2080008000,경기도 안양시 만안구 삼덕로,2021-12-17
53,노면표시훼손,2021-09-02 00:23,37.39283763,126.9221713,2080020500,2080009000,2080008000,경기도 안양시 만안구 삼덕로,2021-12-17
54,노면표시훼손,2021-09-02 00:44,37.39322531,126.9306898,2080018400,2080007300,2080008100,경기도 안양시 만안구 현충로,2021-12-17
55,노면표시훼손,2021-09-02 01:58,37.39459012,126.9172263,2080023400,2080009100,2080009500,경기도 안양시 만안구 장내로,2021-12-17
56,노면표시훼손,2021-09-02 02:42,37.40539439,126.9497715,2090085900,2090025900,2090025300,경기도 안양시 동안구 평촌대로,2021-12-17
57,노면표시훼손,2021-09-02 02:43,37.40226031,126.949813,2090077400,2090024500,2090005900,경기도 안양시 동안구 평촌대로,2021-12-17
58,노면표시훼손,2021-09-02 03:14,37.39569514,126.914698,2080023800,2080010100,2080009200,경기도 안양시 만안구 병목안로,2021-12-17
59,노면표시훼손,2021-09-02 03:14,37.39569514,126.914698,2080023800,2080010100,2080009200,경기도 안양시 만안구 병목안로,2021-12-17
60,노면표시훼손,2021-09-02 03:14,37.39569514,126.914698,2080023800,2080010100,2080009200,경기도 안양시 만안구 병목안로,2021-12-17
61,노면표시훼손,2021-09-02 03:56,37.38819777,126.9691715,2090041500,2090013900,2090013700,경기도 안양시 동안구 귀인로,2021-12-17
62,노면표시훼손,2021-09-02 03:56,37.38819777,126.9691715,2090041500,2090013900,2090013700,경기도 안양시 동안구 귀인로,2021-12-17
63,노면표시훼손,2021-09-02 06:08,37.39294926,126.9221748,2080020400,2080008000,2080009000,경기도 안양시 만안구 삼덕로,2021-12-17
64,노면표시훼손,2021-09-02 06:19,37.38225261,126.930265,2080007800,2080004100,2080003500,경기도 안양시 만안구 성결대학로,2021-12-17
65,노면표시훼손,2021-09-02 07:36,37.38403078,126.9724767,2090005000,2090002100,2090002400,경기도 안양시 동안구 흥안대로,2021-12-17
66,노면표시훼손,2021-09-02 07:42,37.40373833,126.9200301,2080038600,2080014800,2080014600,경기도 안양시 만안구 만안로,2021-12-17
67,노면표시훼손,2021-09-02 09:21,37.36578076,126.9585082,2090000201,2090000100,2090000102,경기도 안양시 동안구 경수대로,2021-12-17
68,노면표시훼손,2021-09-02 09:22,37.36923338,126.9582182,2090175600,2090055300,2090000601,경기도 안양시 동안구 경수대로,2021-12-17
69,노면표시훼손,2021-09-02 09:23,37.37250734,126.9644999,2090002200,2090000800,2090000900,경기도 안양시 동안구 흥안대로,2021-12-17
70,노면표시훼손,2021-09-02 21:29,37.38923129,126.952203,2090043702,2090014201,2090014200,경기도 안양시 동안구 평촌대로211번길,2021-12-17
71,노면표시훼손,2021-09-02 21:57,37.3900233,126.9514826,2090043800,2090015700,2090014200,경기도 안양시 동안구 동안로,2021-12-17
72,노면표시훼손,2021-09-02 23:21,37.36511036,126.9586076,2090000201,2090000100,2090000102,경기도 안양시 동안구 경수대로,2021-12-17
73,노면표시훼손,2021-09-02 23:57,37.38801149,126.9527341,2090039300,2090013200,2090014200,경기도 안양시 동안구 동안로,2021-12-17
74,노면표시훼손,2021-09-03 03:39,37.42487975,126.9056634,2080057700,2080022100,2080002600,경기도 안양시 만안구 안양로,2021-12-17
75,노면표시훼손,2021-09-03 03:39,37.42487975,126.9056634,2080057700,2080022100,2080002600,경기도 안양시 만안구 안양로,2021-12-17
76,노면표시훼손,2021-09-03 03:39,37.42487975,126.9056634,2080057700,2080022100,2080002600,경기도 안양시 만안구 안양로,2021-12-17
77,노면표시훼손,2021-09-03 05:13,37.39875463,126.9802103,2090012604,2260054700,2090006002,경기도 안양시 동안구 안양판교로,2021-12-17
78,노면표시훼손,2021-09-03 05:16,37.40168577,126.9766149,2090012304,2090006000,2090003904,경기도 안양시 동안구 흥안대로,2021-12-17
79,노면표시훼손,2021-09-03 07:50,37.40438457,126.9168202,2080040000,2080015800,2080015200,경기도 안양시 만안구 안양로372번길,2021-12-17
80,노면표시훼손,2021-09-03 08:13,37.3923077,126.9503819,2090051700,2090016100,2090016700,경기도 안양시 동안구 동안로,2021-12-17
81,노면표시훼손,2021-09-03 08:32,37.38752745,126.9340438,2080012200,2080006000,2080005100,경기도 안양시 만안구 만안로,2021-12-17
82,노면표시훼손,2021-09-03 08:32,37.38752745,126.9340438,2080012200,2080006000,2080005100,경기도 안양시 만안구 만안로,2021-12-17
83,노면표시훼손,2021-09-03 08:33,37.38691729,126.9635775,2090039600,2090013300,2090014400,경기도 안양시 동안구 관평로,2021-12-17
84,노면표시훼손,2021-09-03 08:33,37.38691729,126.9635775,2090039600,2090013300,2090014400,경기도 안양시 동안구 관평로,2021-12-17
85,노면표시훼손,2021-09-03 09:25,37.36650723,126.9582566,2090000102,2090000102,2090000100,경기도 안양시 동안구 경수대로,2021-12-17
86,노면표시훼손,2021-09-03 14:48,37.38596271,126.9066412,2080010000,2080004300,2080004900,경기도 안양시 만안구 창박로,2021-12-17
87,노면표시훼손,2021-09-03 23:15,37.39007549,126.9329704,2080014900,2080006000,2080006200,경기도 안양시 만안구 만안로,2021-12-17
88,노면표시훼손,2021-09-03 23:55,37.38170326,126.9532357,2090004300,2090001900,2090001800,경기도 안양시 동안구 경수대로,2021-12-17
89,노면표시훼손,2021-09-04 01:56,37.36783743,126.9548063,2090090101,2090006700,2090000101,경기도 안양시 동안구 엘에스로,2021-12-17
90,노면표시훼손,2021-09-04 01:56,37.36783743,126.9548063,2090090101,2090006700,2090000101,경기도 안양시 동안구 엘에스로,2021-12-17
91,노면표시훼손,2021-09-04 02:34,37.36980468,126.9523166,2090015900,2090000400,2090006800,경기도 안양시 동안구 엘에스로,2021-12-17
92,노면표시훼손,2021-09-04 03:30,37.37161092,126.9618943,2090001902,2090000800,2090000801,경기도 안양시 동안구 흥안대로,2021-12-17
93,노면표시훼손,2021-09-04 03:30,37.37161092,126.9618943,2090001902,2090000800,2090000801,경기도 안양시 동안구 흥안대로,2021-12-17
94,노면표시훼손,2021-09-04 03:30,37.37161092,126.9618943,2090001902,2090000800,2090000801,경기도 안양시 동안구 흥안대로,2021-12-17
95,노면표시훼손,2021-09-05 02:01,37.39970561,126.9207527,2080029702,2080011502,2080012500,경기도 안양시 만안구 안양로,2021-12-17
96,노면표시훼손,2021-09-05 04:09,37.40943796,126.9217662,2080002301,2080001301,2080000900,경기도 안양시 만안구 경수대로,2021-12-17
97,노면표시훼손,2021-09-05 06:45,37.37989805,126.9390958,2080156200,2080003100,2080003200,경기도 안양시 만안구 엘에스로,2021-12-17
98,노면표시훼손,2021-09-05 07:30,37.40420144,126.9731829,2090014400,2090052900,2090006300,경기도 안양시 동안구 관악대로,2021-12-17
99,노면표시훼손,2021-09-05 07:32,37.39961261,126.9768215,2090012305,2090003904,2090003902,경기도 안양시 동안구 흥안대로,2021-12-17
100,노면표시훼손,2021-09-05 07:39,37.37118136,126.9609792,2090001901,2090000801,2090000600,경기도 안양시 동안구 흥안대로,2021-12-17
101,노면표시훼손,2021-09-05 10:30,37.380607,126.9715881,2090184101,2090058501,2090001600,경기도 안양시 동안구 흥안대로,2021-12-17
102,노면표시훼손,2021-09-05 10:30,37.380607,126.9715881,2090184101,2090058501,2090001600,경기도 안양시 동안구 흥안대로,2021-12-17
103,노면표시훼손,2021-09-05 10:30,37.380607,126.9715881,2090184101,2090058501,2090001600,경기도 안양시 동안구 흥안대로,2021-12-17
104,노면표시훼손,2021-09-05 10:30,37.380607,126.9715881,2090184101,2090058501,2090001600,경기도 안양시 동안구 흥안대로,2021-12-17
105,노면표시훼손,2021-09-05 10:30,37.380607,126.9715881,2090184101,2090058501,2090001600,경기도 안양시 동안구 흥안대로,2021-12-17
106,노면표시훼손,2021-09-05 10:30,37.380607,126.9715881,2090184101,2090058501,2090001600,경기도 안양시 동안구 흥안대로,2021-12-17
107,노면표시훼손,2021-09-05 21:31,37.37292739,126.9473216,2090016604,2090036201,2090036200,경기도 안양시 동안구 엘에스로,2021-12-17
108,노면표시훼손,2021-09-05 22:49,37.38783345,126.9577698,2090041100,2090013600,2090014000,경기도 안양시 동안구 평촌대로180번길,2021-12-17
109,노면표시훼손,2021-09-05 22:50,37.39294055,126.9748596,2090008208,2090003006,2090003002,경기도 안양시 동안구 흥안대로,2021-12-17
110,노면표시훼손,2021-09-05 23:27,37.39278424,126.9506904,2090053600,2090016700,2090018300,경기도 안양시 동안구 평촌대로253번길,2021-12-17
111,노면표시훼손,2021-09-06 00:17,37.38913195,126.9624144,2090039600,2090013300,2090014400,경기도 안양시 동안구 관평로,2021-12-17
112,노면표시훼손,2021-09-06 00:19,37.39556866,126.963803,2090061300,2090019100,2090018900,경기도 안양시 동안구 시민대로,2021-12-17
113,노면표시훼손,2021-09-06 00:57,37.39750941,126.9686918,2090063700,2090019500,2090020400,경기도 안양시 동안구 벌말로,2021-12-17
114,노면표시훼손,2021-09-06 01:14,37.40235146,126.9762679,2090013800,2090006300,2090006000,경기도 안양시 동안구 관악대로,2021-12-17
115,노면표시훼손,2021-09-06 01:15,37.40069218,126.9767321,2090012304,2090006000,2090003904,경기도 안양시 동안구 흥안대로,2021-12-17
116,노면표시훼손,2021-09-06 01:26,37.37276863,126.9648888,2090002300,2260003200,2090000900,경기도 안양시 동안구 흥안대로,2021-12-17
117,노면표시훼손,2021-09-06 02:08,37.39908667,126.9168273,2080029800,2080012100,2080011700,경기도 안양시 만안구 양화로28번길,2021-12-17
118,노면표시훼손,2021-09-06 02:08,37.39908667,126.9168273,2080029800,2080012100,2080011700,경기도 안양시 만안구 양화로28번길,2021-12-17
119,노면표시훼손,2021-09-06 02:08,37.39908667,126.9168273,2080029800,2080012100,2080011700,경기도 안양시 만안구 양화로28번길,2021-12-17
120,노면표시훼손,2021-09-06 02:08,37.39908667,126.9168273,2080029800,2080012100,2080011700,경기도 안양시 만안구 양화로28번길,2021-12-17
121,노면표시훼손,2021-09-06 02:08,37.39908667,126.9168273,2080029800,2080012100,2080011700,경기도 안양시 만안구 양화로28번길,2021-12-17
122,노면표시훼손,2021-09-06 02:28,37.40006977,126.9788494,2090012602,2090006002,2090006001,경기도 안양시 동안구 안양판교로,2021-12-17
123,노면표시훼손,2021-09-06 02:28,37.40006977,126.9788494,2090012602,2090006002,2090006001,경기도 안양시 동안구 안양판교로,2021-12-17
124,노면표시훼손,2021-09-06 02:28,37.40006977,126.9788494,2090012602,2090006002,2090006001,경기도 안양시 동안구 안양판교로,2021-12-17
125,노면표시훼손,2021-09-06 02:28,37.40006977,126.9788494,2090012602,2090006002,2090006001,경기도 안양시 동안구 안양판교로,2021-12-17
126,노면표시훼손,2021-09-06 02:28,37.40006977,126.9788494,2090012602,2090006002,2090006001,경기도 안양시 동안구 안양판교로,2021-12-17
127,노면표시훼손,2021-09-06 02:45,37.38746884,126.9340649,2080012200,2080006000,2080005100,경기도 안양시 만안구 만안로,2021-12-17
128,노면표시훼손,2021-09-06 02:50,37.3788045,126.9386506,2080006700,2080004100,2250020400,경기도 안양시 만안구 안양로,2021-12-17
129,노면표시훼손,2021-09-06 02:50,37.3788045,126.9386506,2080006700,2080004100,2250020400,경기도 안양시 만안구 안양로,2021-12-17
130,노면표시훼손,2021-09-06 02:51,37.39618422,126.9425839,2090062600,2090019200,2090019800,경기도 안양시 동안구 학의로,2021-12-17
131,노면표시훼손,2021-09-06 03:02,37.38779773,126.9498714,2090005800,2090002600,2090002700,경기도 안양시 동안구 경수대로,2021-12-17
132,노면표시훼손,2021-09-06 03:23,37.39544838,126.9637864,2090061200,2090018900,2090019100,경기도 안양시 동안구 시민대로,2021-12-17
133,노면표시훼손,2021-09-06 03:23,37.39554596,126.9637278,2090061300,2090019100,2090018900,경기도 안양시 동안구 시민대로,2021-12-17
134,노면표시훼손,2021-09-06 03:23,37.3955441,126.9637224,2090061300,2090019100,2090018900,경기도 안양시 동안구 시민대로,2021-12-17
135,노면표시훼손,2021-09-06 03:24,37.39543866,126.9637582,2090061200,2090018900,2090019100,경기도 안양시 동안구 시민대로,2021-12-17
136,노면표시훼손,2021-09-06 03:56,37.41226861,126.906033,2080052400,2080020300,2080019900,경기도 안양시 만안구 양화로,2021-12-17
137,노면표시훼손,2021-09-06 04:50,37.39331166,126.9306078,2080018500,2080008100,2080007300,경기도 안양시 만안구 현충로,2021-12-17
138,노면표시훼손,2021-09-06 04:50,37.39331166,126.9306078,2080018500,2080008100,2080007300,경기도 안양시 만안구 현충로,2021-12-17
139,노면표시훼손,2021-09-06 04:53,37.38978005,126.9419116,2090040900,2090013500,2090014600,경기도 안양시 동안구 안양천동로,2021-12-17
140,노면표시훼손,2021-09-06 04:53,37.38978005,126.9419116,2090040900,2090013500,2090014600,경기도 안양시 동안구 안양천동로,2021-12-17
141,노면표시훼손,2021-09-06 04:57,37.37840715,126.9404901,2080006900,2250020600,2080003000,경기도 안양시 만안구 엘에스로,2021-12-17
142,노면표시훼손,2021-09-06 05:18,37.37982984,126.9389906,2080156300,2080003200,2080003100,경기도 안양시 만안구 엘에스로,2021-12-17
143,노면표시훼손,2021-09-06 05:18,37.40280388,126.9553794,2090013502,2090006200,2090005901,경기도 안양시 동안구 관악대로,2021-12-17
144,노면표시훼손,2021-09-06 05:18,37.40280388,126.9553794,2090013502,2090006200,2090005901,경기도 안양시 동안구 관악대로,2021-12-17
145,노면표시훼손,2021-09-06 05:18,37.40280388,126.9553794,2090013502,2090006200,2090005901,경기도 안양시 동안구 관악대로,2021-12-17
146,노면표시훼손,2021-09-06 05:18,37.40280388,126.9553794,2090013502,2090006200,2090005901,경기도 안양시 동안구 관악대로,2021-12-17
147,노면표시훼손,2021-09-06 05:18,37.40280388,126.9553794,2090013502,2090006200,2090005901,경기도 안양시 동안구 관악대로,2021-12-17
148,노면표시훼손,2021-09-06 05:18,37.40280388,126.9553794,2090013502,2090006200,2090005901,경기도 안양시 동안구 관악대로,2021-12-17
149,노면표시훼손,2021-09-06 05:18,37.40280388,126.9553794,2090013502,2090006200,2090005901,경기도 안양시 동안구 관악대로,2021-12-17
150,노면표시훼손,2021-09-06 05:18,37.37783904,126.9410561,2080006900,2250020600,2080003000,경기도 안양시 만안구 엘에스로,2021-12-17
151,노면표시훼손,2021-09-06 05:18,37.37762865,126.9412657,2080006900,2250020600,2080003000,경기도 안양시 만안구 엘에스로,2021-12-17
152,노면표시훼손,2021-09-06 05:20,37.37324823,126.9468326,2090016604,2090036201,2090036200,경기도 안양시 동안구 엘에스로,2021-12-17
153,노면표시훼손,2021-09-06 05:22,37.36971253,126.9522446,2090016000,2090006800,2090000400,경기도 안양시 동안구 엘에스로,2021-12-17
154,노면표시훼손,2021-09-06 05:36,37.40397569,126.9172134,2080037300,2080014100,2080015200,경기도 안양시 만안구 안양로,2021-12-17
155,노면표시훼손,2021-09-06 05:48,37.40458173,126.9495754,2090084600,2090025300,2090025000,경기도 안양시 동안구 평촌대로,2021-12-17
156,노면표시훼손,2021-09-06 05:48,37.40441831,126.9495368,2090084600,2090025300,2090025000,경기도 안양시 동안구 평촌대로,2021-12-17
157,노면표시훼손,2021-09-06 05:59,37.38783265,126.9498353,2090005800,2090002600,2090002700,경기도 안양시 동안구 경수대로,2021-12-17
158,노면표시훼손,2021-09-06 06:18,37.40237682,126.9762316,2090013800,2090006300,2090006000,경기도 안양시 동안구 관악대로,2021-12-17
159,노면표시훼손,2021-09-06 06:19,37.39450636,126.9170675,2080022200,2080008700,2080009100,경기도 안양시 만안구 장내로,2021-12-17
160,노면표시훼손,2021-09-06 06:23,37.40249888,126.9760572,2090013800,2090006300,2090006000,경기도 안양시 동안구 관악대로,2021-12-17
161,노면표시훼손,2021-09-06 06:24,37.39763112,126.9767961,2090012305,2090003904,2090003902,경기도 안양시 동안구 흥안대로,2021-12-17
162,노면표시훼손,2021-09-06 06:36,37.37980919,126.9390131,2080156300,2080003200,2080003100,경기도 안양시 만안구 엘에스로,2021-12-17
163,노면표시훼손,2021-09-06 06:53,37.38352975,126.9723193,2090183401,2090002100,2090058301,경기도 안양시 동안구 흥안대로,2021-12-17
164,노면표시훼손,2021-09-06 06:53,37.38352975,126.9723193,2090183401,2090002100,2090058301,경기도 안양시 동안구 흥안대로,2021-12-17
165,노면표시훼손,2021-09-06 07:17,37.39372765,126.9202743,2080020500,2080009000,2080008000,경기도 안양시 만안구 삼덕로,2021-12-17
166,노면표시훼손,2021-09-06 07:17,37.39372765,126.9202743,2080020500,2080009000,2080008000,경기도 안양시 만안구 삼덕로,2021-12-17
167,노면표시훼손,2021-09-06 07:17,37.39372765,126.9202743,2080020500,2080009000,2080008000,경기도 안양시 만안구 삼덕로,2021-12-17
168,노면표시훼손,2021-09-06 07:17,37.39372765,126.9202743,2080020500,2080009000,2080008000,경기도 안양시 만안구 삼덕로,2021-12-17
169,노면표시훼손,2021-09-06 07:43,37.39199604,126.9271836,2080018601,2080007300,2080007301,경기도 안양시 만안구 안양로,2021-12-17
170,노면표시훼손,2021-09-06 07:49,37.38336517,126.9385952,2080156600,2080003700,2080004000,경기도 안양시 만안구 시민대로,2021-12-17
171,노면표시훼손,2021-09-06 08:02,37.3835991,126.9549169,2090033500,2090011800,2090001900,경기도 안양시 동안구 귀인로,2021-12-17
172,노면표시훼손,2021-09-06 08:02,37.3835991,126.9549169,2090033500,2090011800,2090001900,경기도 안양시 동안구 귀인로,2021-12-17
173,노면표시훼손,2021-09-06 08:02,37.3835991,126.9549169,2090033500,2090011800,2090001900,경기도 안양시 동안구 귀인로,2021-12-17
174,노면표시훼손,2021-09-06 08:22,37.39206859,126.9539895,2090050202,2090015701,2090016500,경기도 안양시 동안구 시민대로,2021-12-17
175,노면표시훼손,2021-09-07 00:21,37.3930165,126.9231246,2080015700,2080006300,2080008000,경기도 안양시 만안구 냉천로,2021-12-17
176,노면표시훼손,2021-09-07 00:21,37.3930165,126.9231246,2080015700,2080006300,2080008000,경기도 안양시 만안구 냉천로,2021-12-17
177,노면표시훼손,2021-09-07 00:23,37.39413531,126.9196458,2080020400,2080008000,2080009000,경기도 안양시 만안구 삼덕로,2021-12-17
178,노면표시훼손,2021-09-07 00:27,37.40922556,126.9107972,2080046300,2080018100,2080017400,경기도 안양시 만안구 석수로,2021-12-17
179,노면표시훼손,2021-09-07 00:27,37.40922556,126.9107972,2080046300,2080018100,2080017400,경기도 안양시 만안구 석수로,2021-12-17
180,노면표시훼손,2021-09-07 00:27,37.40922556,126.9107972,2080046300,2080018100,2080017400,경기도 안양시 만안구 석수로,2021-12-17
181,노면표시훼손,2021-09-07 00:27,37.40922556,126.9107972,2080046300,2080018100,2080017400,경기도 안양시 만안구 석수로,2021-12-17
182,노면표시훼손,2021-09-07 00:29,37.39569451,126.9620395,2090061100,2090019400,2090018800,경기도 안양시 동안구 관평로202번길,2021-12-17
183,노면표시훼손,2021-09-07 00:44,37.39618044,126.9388954,2090008700,2090004000,2090003800,경기도 안양시 동안구 경수대로,2021-12-17
184,노면표시훼손,2021-09-07 01:07,37.39875248,126.9517143,2090065600,2090021600,2090020100,경기도 안양시 동안구 평촌대로,2021-12-17
185,노면표시훼손,2021-09-07 03:33,37.38017715,126.9712827,2090183901,2090001600,2090058401,경기도 안양시 동안구 흥안대로,2021-12-17
186,노면표시훼손,2021-09-07 04:18,37.40122778,126.9766694,2090012304,2090006000,2090003904,경기도 안양시 동안구 흥안대로,2021-12-17
187,노면표시훼손,2021-09-07 06:50,37.38985821,126.9330289,2080013800,2080005600,2080006000,경기도 안양시 만안구 수리산로,2021-12-17
188,노면표시훼손,2021-09-07 06:50,37.38985821,126.9330289,2080013800,2080005600,2080006000,경기도 안양시 만안구 수리산로,2021-12-17
189,노면표시훼손,2021-09-07 06:50,37.38985821,126.9330289,2080013800,2080005600,2080006000,경기도 안양시 만안구 수리산로,2021-12-17
190,노면표시훼손,2021-09-07 07:19,37.38710307,126.9343307,2080012300,2080005100,2080006000,경기도 안양시 만안구 만안로,2021-12-17
191,노면표시훼손,2021-09-07 14:01,37.4000519,126.9276718,2080159700,2080012400,2080012402,경기도 안양시 만안구 장내로,2021-12-17
192,노면표시훼손,2021-09-07 22:19,37.38957781,126.9625164,2090044700,2090014800,2090014400,경기도 안양시 동안구 관평로138번길,2021-12-17
193,노면표시훼손,2021-09-07 22:19,37.38957781,126.9625164,2090044700,2090014800,2090014400,경기도 안양시 동안구 관평로138번길,2021-12-17
